Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5;coordonnees_gps
41002;ANGE;41400;ANGE;;47.3654199665, 1.20385620984
41003;AREINES;41100;AREINES;;47.7958875456, 1.08517010385
41011;BAIGNEAUX;41290;BAIGNEAUX;;47.8184890364, 1.28159581607
41016;BILLY;41130;BILLY;;47.2869148603, 1.56604401374
41019;BOISSEAU;41290;BOISSEAU;;47.8184890364, 1.28159581607
41030;CELLE;41360;CELLE;;47.8537508655, 0.866594114079
41039;LA CHAPELLE ST MARTIN EN PLAINE;41500;LA CHAPELLE ST MARTIN EN PLAINE;;47.71251709, 1.45455660372
41045;CHAUMONT SUR LOIRE;41150;CHAUMONT SUR LOIRE;;47.5039093884, 1.16734391368
41054;CHOUSSY;41700;CHOUSSY;;47.4202641099, 1.43957807464
41060;CORMENON;41170;CORMENON;;48.001846481, 0.898958173077
41063;COUFFY;41110;COUFFY;;47.2568714, 1.34079255884
41065;COULOMMIERS LA TOUR;41100;COULOMMIERS LA TOUR;;47.7958875456, 1.08517010385
41074;DHUIZON;41220;DHUIZON;;47.6522187818, 1.66627730575
41077;EPIAIS;41290;EPIAIS;;47.8184890364, 1.28159581607
41080;FAVEROLLES SUR CHER;41400;FAVEROLLES SUR CHER;;47.3654199665, 1.20385620984
41082;FEINGS;41120;FEINGS;;47.4832533202, 1.32493018279
41087;FONTAINE LES COTEAUX;41800;FONTAINE LES COTEAUX;;47.7461003393, 0.784594265215
41099;GY EN SOLOGNE;41230;GY EN SOLOGNE;;47.4244466652, 1.62575869616
41119;LORGES;41370;LORGES;;47.8058301637, 1.43534986188
41123;MARCHENOIR;41370;MARCHENOIR;;47.8058301637, 1.43534986188
41125;MARCILLY EN GAULT;41210;MARCILLY EN GAULT;;47.5196740684, 1.85287131674
41127;LA MAROLLE EN SOLOGNE;41210;LA MAROLLE EN SOLOGNE;;47.5196740684, 1.85287131674
41137;MESLAND;41150;MESLAND;;47.5039093884, 1.16734391368
41138;MESLAY;41100;MESLAY;;47.7958875456, 1.08517010385
41140;MILLANCAY;41200;MILLANCAY;;47.3811514911, 1.76608679793
41141;MOISY;41160;MOISY;;47.9130390568, 1.2078402544
41146;MONTHOU SUR CHER;41400;MONTHOU SUR CHER;;47.3654199665, 1.20385620984
41148;MONTLIVAULT;41350;MONTLIVAULT;;47.5967187787, 1.41738581826
41171;OUCQUES;41290;OUCQUES;;47.8184890364, 1.28159581607
41172;OUZOUER LE DOYEN;41160;OUZOUER LE DOYEN;;47.9130390568, 1.2078402544
41173;BEAUCE LA ROMAINE;41240;BEAUCE LA ROMAINE;VERDES;47.883516552, 1.48678396082
41177;LE PLESSIS DORIN;41170;LE PLESSIS DORIN;;48.001846481, 0.898958173077
41181;POUILLE;41110;POUILLE;;47.2568714, 1.34079255884
41184;PRUNAY CASSEREAU;41310;PRUNAY CASSEREAU;;47.6757270019, 0.971700529212
41187;RENAY;41100;RENAY;;47.7958875456, 1.08517010385
41191;ROCHES;41370;ROCHES;;47.8058301637, 1.43534986188
41196;RUAN SUR EGVONNE;41270;RUAN SUR EGVONNE;;48.017522344, 1.05846733873
41199;ST AMAND LONGPRE;41310;ST AMAND LONGPRE;;47.6757270019, 0.971700529212
41205;ST CYR DU GAULT;41190;ST CYR DU GAULT;;47.6158784323, 1.13032503262
41225;ST MARTIN DES BOIS;41800;ST MARTIN DES BOIS;;47.7461003393, 0.784594265215
41228;ST RIMAY;41800;ST RIMAY;;47.7461003393, 0.784594265215
41235;SARGE SUR BRAYE;41170;SARGE SUR BRAYE;;48.001846481, 0.898958173077
41265;TROO;41800;TROO;;47.7461003393, 0.784594265215
41266;VALAIRE;41120;VALAIRE;;47.4832533202, 1.32493018279
41286;VILLEPORCHER;41310;VILLEPORCHER;;47.6757270019, 0.971700529212
41287;VILLERABLE;41100;VILLERABLE;;47.7958875456, 1.08517010385
41289;VILLERMAIN;41240;VILLERMAIN;;47.883516552, 1.48678396082
42009;ARTHUN;42130;ARTHUN;;45.7452665398, 4.00810157042
42033;LE CERGNE;42460;LE CERGNE;;46.0939983063, 4.24843204854
42035;CEZAY;42130;CEZAY;;45.7452665398, 4.00810157042
42039;CHALMAZEL JEANSAGNIERE;42920;CHALMAZEL JEANSAGNIERE;;45.6983422849, 3.82487008798
42046;CHAMPDIEU;42600;CHAMPDIEU;;45.6194255891, 4.06119351589
42051;LA CHAPELLE VILLARS;42410;LA CHAPELLE VILLARS;;45.4391960576, 4.69147346638
42059;CHAZELLES SUR LYON;42140;CHAZELLES SUR LYON;;45.6127520472, 4.40276527786
42082;DANCE;42260;DANCE;;45.8652813058, 3.98967950475
42085;DOIZIEUX;42740;DOIZIEUX;;45.4411267885, 4.58408605646
42086;ECOCHE;42670;ECOCHE;;46.1669318835, 4.36381176292
42087;ECOTAY L OLME;42600;ECOTAY L OLME;;45.6194255891, 4.06119351589
42092;L ETRAT;42580;L ETRAT;;45.4919279434, 4.38174482251
42099;FRAISSES;42490;FRAISSES;;45.3844645276, 4.26055946433
42118;LAY;42470;LAY;;45.9509348, 4.21878807509
42123;LORETTE;42420;LORETTE;;45.5109070676, 4.58167229649
42125;LURE;42260;LURE;;45.8652813058, 3.98967950475
42136;MARCOUX;42130;MARCOUX;;45.7452665398, 4.00810157042
38511;LE TOUVET;38660;LE TOUVET;;45.3559962424, 5.91818408671
38529;VAULNAVEYS LE HAUT;38410;VAULNAVEYS LE HAUT;URIAGE;45.1312146211, 5.85219394747
38539;VERTRIEU;38390;VERTRIEU;;45.8230922038, 5.37490015594
38543;VEZERONCE CURTIN;38510;VEZERONCE CURTIN;CURTIN;45.7026691916, 5.45358290741
38548;VILLARD DE LANS;38250;VILLARD DE LANS;;45.0702412058, 5.55481376045
38559;VINAY;38470;VINAY;;45.2139370444, 5.41220612601
39054;BIEFMORIN;39800;BIEFMORIN;;46.840381623, 5.68546108472
39070;BOURG DE SIROD;39300;BOURG DE SIROD;;46.7556867768, 5.90281733737
39079;BRIOD;39570;BRIOD;;46.65517776, 5.57390144978
39086;CERNON;39240;CERNON;;46.3647092141, 5.55936987641
39096;CHAMPAGNEY;39290;CHAMPAGNEY;;47.2159380749, 5.52780674218
39101;CHAMPVANS;39100;CHAMPVANS;;47.081657682, 5.47646341998
39106;CHARCHILLA;39260;CHARCHILLA;;46.4403663302, 5.71909726645
39122;CHATILLON;39130;CHATILLON;;46.5974008072, 5.7778821985
39132;LA CHAUX EN BRESSE;39230;LA CHAUX EN BRESSE;;46.8351760526, 5.52787683557
39136;CHEMENOT;39230;CHEMENOT;;46.8351760526, 5.52787683557
01004;AMBERIEU EN BUGEY;01500;AMBERIEU EN BUGEY;;45.9756078125, 5.34313562094
01007;AMBRONAY;01500;AMBRONAY;;45.9756078125, 5.34313562094
01010;ANGLEFORT;01350;ANGLEFORT;;45.8543854094, 5.76557245306
01011;APREMONT;01100;APREMONT;;46.2468792013, 5.65226081977
01016;ARBIGNY;01190;ARBIGNY;;46.4316836316, 4.96424452785
01025;BAGE LA VILLE;01380;BAGE LA VILLE;;46.3161847468, 4.97400450524
01027;BALAN;01360;BALAN;;45.8283269463, 5.15327415034
01028;BANEINS;01990;BANEINS;;46.0766987934, 4.89959868147
01032;BELIGNEUX;01360;BELIGNEUX;LA VALBONNE;45.8283269463, 5.15327415034
01040;BEREZIAT;01340;BEREZIAT;;46.3400485451, 5.13297724307
01042;BEY;01290;BEY;;46.2466681, 4.88543738301
01043;BEYNOST;01700;BEYNOST;;45.8388521429, 4.95806179291
01044;BILLIAT;01200;BILLIAT;;46.1338706653, 5.81259483702
01049;LA BOISSE;01120;LA BOISSE;;45.8725197955, 5.04054729356
01060;BRENOD;01110;BRENOD;;45.9724218119, 5.577110369
01064;BRIORD;01470;BRIORD;;45.805864462, 5.47727707691
01069;CERTINES;01240;CERTINES;;46.0916655381, 5.14797548998
01079;CHAMPAGNE EN VALROMEY;01260;CHAMPAGNE EN VALROMEY;;45.9506630232, 5.68746147482
01089;CHATEAU GAILLARD;01500;CHATEAU GAILLARD;;45.9756078125, 5.34313562094
01094;CHAVANNES SUR REYSSOUZE;01190;CHAVANNES SUR REYSSOUZE;;46.4316836316, 4.96424452785
01105;CIVRIEUX;01390;CIVRIEUX;;45.9283135136, 4.92727608131
01111;CONAND;01230;CONAND;;45.9329292993, 5.4692328328
01118;CORBONOD;01420;CORBONOD;;45.9853522838, 5.7838620591
01124;CORMOZ;01560;CORMOZ;;46.44295833, 5.12304891736
01134;CROTTET;01290;CROTTET;;46.2466681, 4.88543738301
01135;CROZET;01170;CROZET;;46.3286268081, 6.03059799732
01141;CUZIEU;01300;CUZIEU;;45.7328309975, 5.65715901636
01147;DOMSURE;01270;DOMSURE;;46.3890219242, 5.30343220636
01156;FARAMANS;01800;FARAMANS;;45.8984701804, 5.16340257624
01158;FARGES;01550;FARGES;;46.1521009626, 5.90976446888
01165;FRANCHELEINS;01090;FRANCHELEINS;;46.0869886552, 4.79611073763
01166;FRANS;01480;FRANS;;46.0178170669, 4.81482624573
01170;BEARD GEOVREISSIAT;01460;BEARD GEOVREISSIAT;;46.1732029522, 5.56455683284
01174;GIRON;01130;GIRON;;46.1948352393, 5.7148151411
01177;GRAND CORENT;01250;GRAND CORENT;;46.2066710432, 5.38605889851
01187;HAUT VALROMEY;01260;HAUT VALROMEY;SONGIEU;45.9506630232, 5.68746147482
01206;LANTENAY;01430;LANTENAY;;46.1000038391, 5.54230808548
01212;LESCHEROUX;01560;LESCHEROUX;;46.44295833, 5.12304891736
01215;LHOPITAL;01420;LHOPITAL;;45.9853522838, 5.7838620591
01218;LOCHIEU;01260;LOCHIEU;;45.9506630232, 5.68746147482
01224;LOYETTES;01360;LOYETTES;;45.8283269463, 5.15327415034
01227;MAGNIEU;01300;MAGNIEU;;45.7328309975, 5.65715901636
01232;MARBOZ;01851;MARBOZ;;46.3443305857, 5.24375404397
01235;MARLIEUX;01240;MARLIEUX;;46.0916655381, 5.14797548998
01246;MEZERIAT;01660;MEZERIAT;;46.2212048437, 5.05767036024
01254;MONTAGNAT;01250;MONTAGNAT;;46.2066710432, 5.38605889851
01260;LE MONTELLIER;01800;LE MONTELLIER;;45.8984701804, 5.16340257624
01261;MONTHIEUX;01390;MONTHIEUX;;45.9283135136, 4.92727608131
01263;MONTMERLE SUR SAONE;01090;MONTMERLE SUR SAONE;;46.0869886552, 4.79611073763
01264;MONTRACOL;01310;MONTRACOL;;46.2412963633, 5.11553315012
01273;NEUVILLE SUR AIN;01160;NEUVILLE SUR AIN;;46.0747014809, 5.31394582841
01283;OYONNAX;01100;OYONNAX;;46.2468792013, 5.65226081977
01283;OYONNAX;01100;OYONNAX;BOUVENT;46.2468792013, 5.65226081977
01286;PARVES ET NATTAGES;01300;PARVES ET NATTAGES;NATTAGES;45.7328309975, 5.65715901636
01291;PERREX;01540;PERREX;;46.2212986861, 4.98198011208
01297;PIZAY;01120;PIZAY;;45.8725197955, 5.04054729356
01299;LE PLANTAY;01330;LE PLANTAY;;45.9976909227, 5.02164504767
01313;PREVESSIN MOENS;01280;PREVESSIN MOENS;;46.2579919706, 6.07173985899
01313;PREVESSIN MOENS;01280;PREVESSIN MOENS;MOENS;46.2579919706, 6.07173985899
01317;RAMASSE;01250;RAMASSE;;46.2066710432, 5.38605889851
01322;REYRIEUX;01600;REYRIEUX;;45.9478092043, 4.80583207499
01325;RIGNIEUX LE FRANC;01800;RIGNIEUX LE FRANC;;45.8984701804, 5.16340257624
01343;ST CYR SUR MENTHON;01380;ST CYR SUR MENTHON;;46.3161847468, 4.97400450524
01344;ST DENIS LES BOURG;01000;ST DENIS LES BOURG;;46.2069478835, 5.22442559307
01347;ST DIDIER DE FORMANS;01600;ST DIDIER DE FORMANS;;45.9478092043, 4.80583207499
01348;ST DIDIER SUR CHALARONNE;01140;ST DIDIER SUR CHALARONNE;;46.1670266686, 4.8459954399
01350;ST ETIENNE DU BOIS;01370;ST ETIENNE DU BOIS;;46.2853749129, 5.32614321781
01351;ST ETIENNE SUR CHALARONNE;01140;ST ETIENNE SUR CHALARONNE;;46.1670266686, 4.8459954399
01354;ST GENIS POUILLY;01630;ST GENIS POUILLY;;46.2145490709, 5.95816552297
01357;ST GERMAIN DE JOUX;01130;ST GERMAIN DE JOUX;;46.1948352393, 5.7148151411
01364;ST JEAN SUR REYSSOUZE;01560;ST JEAN SUR REYSSOUZE;;46.44295833, 5.12304891736
01365;ST JEAN SUR VEYLE;01290;ST JEAN SUR VEYLE;;46.2466681, 4.88543738301
01370;ST LAURENT SUR SAONE;01750;ST LAURENT SUR SAONE;;46.2973437135, 4.87546330177
01382;STE OLIVE;01330;STE OLIVE;;45.9976909227, 5.02164504767
01385;ST REMY;01310;ST REMY;;46.2412963633, 5.11553315012
01390;ST VULBAS;01150;ST VULBAS;;45.8772713832, 5.32595701713
01396;SAULT BRENAZ;01150;SAULT BRENAZ;;45.8772713832, 5.32595701713
01398;SAVIGNEUX;01480;SAVIGNEUX;;46.0178170669, 4.81482624573
01400;SEILLONNAZ;01470;SEILLONNAZ;;45.805864462, 5.47727707691
01402;SERMOYER;01190;SERMOYER;;46.4316836316, 4.96424452785
01407;SEYSSEL;01420;SEYSSEL;;45.9853522838, 5.7838620591
01429;VANDEINS;01660;VANDEINS;;46.2212048437, 5.05767036024
01443;VILLARS LES DOMBES;01330;VILLARS LES DOMBES;;45.9976909227, 5.02164504767
01450;VILLIEU LOYES MOLLON;01800;VILLIEU LOYES MOLLON;;45.8984701804, 5.16340257624
01453;VIRIEU LE PETIT;01260;VIRIEU LE PETIT;;45.9506630232, 5.68746147482
01454;VIRIGNIN;01300;VIRIGNIN;;45.7328309975, 5.65715901636
02001;ABBECOURT;02300;ABBECOURT;;49.5817295222, 3.19169688143
02012;AMBRIEF;02200;AMBRIEF;;49.3519078898, 3.32022130463
02039;AUTREMENCOURT;02250;AUTREMENCOURT;;49.738528886, 3.80415822108
02053;VALLEES EN CHAMPAGNE;02330;VALLEES EN CHAMPAGNE;LA CHAPELLE MONTHODON;48.9761149923, 3.54081832468
02065;BELLICOURT;02420;BELLICOURT;;49.965313712, 3.25435934968
02067;BERGUES SUR SAMBRE;02450;BERGUES SUR SAMBRE;;50.0067534754, 3.69457044766
02074;BERTAUCOURT EPOURDON;02800;BERTAUCOURT EPOURDON;;49.6765246538, 3.39232111371
02077;BERZY LE SEC;02200;BERZY LE SEC;;49.3519078898, 3.32022130463
02078;BESME;02300;BESME;;49.5817295222, 3.19169688143
02082;BEUGNEUX;02210;BEUGNEUX;;49.2129002416, 3.35011614589
02084;BEZU LE GUERY;02310;BEZU LE GUERY;;48.9875725146, 3.27825135374
02100;BONY;02420;BONY;;49.965313712, 3.25435934968
02114;BRASLES;02400;BRASLES;;49.0643447361, 3.3912505936
02126;BRUNEHAMEL;02360;BRUNEHAMEL;;49.7487127053, 4.14397175229
12147;MONTAGNOL;12360;MONTAGNOL;CENOMES;43.7904240706, 2.95795996186
12149;MONTCLAR;12550;MONTCLAR;;43.9452392779, 2.61731670514
11111;CRUSCADES;11200;CRUSCADES;;43.1662010238, 2.78892059953
11112;CUBIERES SUR CINOBLE;11190;CUBIERES SUR CINOBLE;;42.9166610889, 2.34707884311
11113;CUCUGNAN;11350;CUCUGNAN;;42.8796650781, 2.66522654176
11121;DONAZAC;11240;DONAZAC;;43.1188469018, 2.06671991119
11133;FAJAC EN VAL;11220;FAJAC EN VAL;;43.0809470716, 2.59145854442
11142;FESTES ET ST ANDRE;11300;FESTES ET ST ANDRE;;43.0486403902, 2.18021479284
11147;FONTANES DE SAULT;11140;FONTANES DE SAULT;;42.7657925357, 2.16672255446
11148;FONTCOUVERTE;11700;FONTCOUVERTE;;43.2164263433, 2.63518086038
11152;FONTJONCOUSE;11360;FONTJONCOUSE;;42.9848553966, 2.7967793394
11160;GALINAGUES;11140;GALINAGUES;;42.7657925357, 2.16672255446
11162;GENERVILLE;11270;GENERVILLE;;43.1822151687, 1.96656505821
11164;GINESTAS;11120;GINESTAS;;43.2793720392, 2.88392060651
11169;GREFFEIL;11250;GREFFEIL;;43.0946347739, 2.34321262347
11170;GRUISSAN;11430;GRUISSAN;;43.1033671547, 3.08203415117
11172;HOMPS;11200;HOMPS;;43.1662010238, 2.78892059953
11175;ISSEL;11400;ISSEL;;43.3333084343, 1.97819883163
11177;JOUCOU;11140;JOUCOU;;42.7657925357, 2.16672255446
11180;LABASTIDE ESPARBAIRENQUE;11380;LABASTIDE ESPARBAIRENQUE;;43.3945963595, 2.38722889335
11182;LACOMBE;11310;LACOMBE;;43.3722409402, 2.17410983728
11185;LAGRASSE;11220;LAGRASSE;;43.0809470716, 2.59145854442
11189;LAPRADE;11390;LAPRADE;;43.3925599417, 2.2792029886
11190;LA REDORTE;11700;LA REDORTE;;43.2164263433, 2.63518086038
11192;LASBORDES;11400;LASBORDES;;43.3333084343, 1.97819883163
11196;LAURAC;11270;LAURAC;;43.1822151687, 1.96656505821
11202;LEUCATE;11370;LEUCATE;;42.8990754596, 3.02622378383
11202;LEUCATE;11370;LEUCATE;PORT LEUCATE;42.8990754596, 3.02622378383
11212;MAILHAC;11120;MAILHAC;;43.2793720392, 2.88392060651
11226;MAYREVILLE;11420;MAYREVILLE;;43.2067830751, 1.79388571157
11230;MERIAL;11140;MERIAL;;42.7657925357, 2.16672255446
11241;MONTBRUN DES CORBIERES;11700;MONTBRUN DES CORBIERES;;43.2164263433, 2.63518086038
11242;MONTCLAR;11250;MONTCLAR;;43.0946347739, 2.34321262347
11246;MONTGRADAIL;11240;MONTGRADAIL;;43.1188469018, 2.06671991119
11247;MONTHAUT;11240;MONTHAUT;;43.1188469018, 2.06671991119
11251;MONTLAUR;11220;MONTLAUR;;43.0809470716, 2.59145854442
11255;MONTREDON DES CORBIERES;11100;MONTREDON DES CORBIERES;;43.1614428329, 3.00768633064
11260;MOUTHOUMET;11330;MOUTHOUMET;;42.9592043622, 2.54502712372
11264;NEVIAN;11200;NEVIAN;;43.1662010238, 2.78892059953
11270;PADERN;11350;PADERN;;42.8796650781, 2.66522654176
11279;PENNAUTIER;11610;PENNAUTIER;;43.2600787186, 2.30202617457
11283;PEYREFITTE SUR L HERS;11420;PEYREFITTE SUR L HERS;;43.2067830751, 1.79388571157
11285;PEYRIAC DE MER;11440;PEYRIAC DE MER;;43.0899544333, 2.94880546616
11288;PEZENS;11170;PEZENS;;43.2815047945, 2.19442534937
11293;POMAS;11250;POMAS;;43.0946347739, 2.34321262347
11297;PRADELLES CABARDES;11380;PRADELLES CABARDES;;43.3945963595, 2.38722889335
11298;PRADELLES EN VAL;11220;PRADELLES EN VAL;;43.0809470716, 2.59145854442
11299;PREIXAN;11250;PREIXAN;;43.0946347739, 2.34321262347
11302;PUILAURENS;11140;PUILAURENS;LAPRADELLE;42.7657925357, 2.16672255446
11304;QUILLAN;11500;QUILLAN;BRENAC;42.8642681542, 2.2143101342
11314;RIEUX EN VAL;11220;RIEUX EN VAL;;43.0809470716, 2.59145854442
11318;ROQUECOURBE MINERVOIS;11700;ROQUECOURBE MINERVOIS;;43.2164263433, 2.63518086038
11320;ROQUEFEUIL;11340;ROQUEFEUIL;;42.8370630944, 1.98179772961
11321;ROQUEFORT DE SAULT;11140;ROQUEFORT DE SAULT;;42.7657925357, 2.16672255446
11335;STE COLOMBE SUR GUETTE;11140;STE COLOMBE SUR GUETTE;;42.7657925357, 2.16672255446
11338;ST COUAT DU RAZES;11300;ST COUAT DU RAZES;;43.0486403902, 2.18021479284
11351;ST LAURENT DE LA CABRERISSE;11220;ST LAURENT DE LA CABRERISSE;;43.0809470716, 2.59145854442
11361;ST PAPOUL;11400;ST PAPOUL;;43.3333084343, 1.97819883163
11367;SAISSAC;11310;SAISSAC;;43.3722409402, 2.17410983728
11385;SOUPEX;11320;SOUPEX;;43.3837467528, 1.85528043392
11397;TREBES;11800;TREBES;;43.2182954878, 2.49172141797
11400;TREZIERS;11230;TREZIERS;;42.9737220665, 2.02689573941
11412;VILLARDEBELLE;11580;VILLARDEBELLE;;43.0019735527, 2.32970366921
11417;VILLARZEL DU RAZES;11300;VILLARZEL DU RAZES;;43.0486403902, 2.18021479284
11429;VILLEMOUSTAUSSOU;11620;VILLEMOUSTAUSSOU;;43.2496570838, 2.3662986021
11431;VILLENEUVE LES CORBIERES;11360;VILLENEUVE LES CORBIERES;;42.9848553966, 2.7967793394
12023;LA BASTIDE SOLAGES;12550;LA BASTIDE SOLAGES;;43.9452392779, 2.61731670514
12025;BELMONT SUR RANCE;12370;BELMONT SUR RANCE;;43.8037612905, 2.74262599071
12067;LE CLAPIER;12540;LE CLAPIER;;43.8787455208, 3.14987374669
12073;COMPS LA GRAND VILLE;12120;COMPS LA GRAND VILLE;;44.1738899788, 2.54748951823
12076;CONQUES EN ROUERGUE;12320;CONQUES EN ROUERGUE;NOAILHAC;44.5837975359, 2.46440638377
12099;FAYET;12360;FAYET;;43.7904240706, 2.95795996186
12100;FIRMI;12300;FIRMI;;44.5947922935, 2.27515362111
12110;GOLINHAC;12140;GOLINHAC;;44.6558037135, 2.58164635516
12127;LEDERGUES;12170;LEDERGUES;;44.0745006665, 2.51889903328
12129;LESTRADE ET THOUELS;12430;LESTRADE ET THOUELS;;44.0864778708, 2.70135704539
12144;MELJAC;12120;MELJAC;;44.1738899788, 2.54748951823
17187;GUITINIERES;17500;GUITINIERES;;45.4259589472, -0.405217175017
17189;HIERS BROUAGE;17320;HIERS BROUAGE;BROUAGE;45.8153693416, -1.06418747186
17213;LOZAY;17330;LOZAY;;46.0720131414, -0.537761612813
17254;NACHAMPS;17380;NACHAMPS;;45.9787686302, -0.680153672786
17264;NIEUL SUR MER;17137;NIEUL SUR MER;;46.2222024122, -1.1457029757
17270;OZILLAC;17500;OZILLAC;;45.4259589472, -0.405217175017
17311;ST AUGUSTIN;17570;ST AUGUSTIN;;45.6992032727, -1.14778686925
17319;STE COLOMBE;17210;STE COLOMBE;;45.2420879746, -0.290555313781
17326;ST EUGENE;17520;ST EUGENE;;45.5124153157, -0.33659310314
17328;ST FORT SUR GIRONDE;17240;ST FORT SUR GIRONDE;;45.4692153488, -0.625972195864
17337;ST GEORGES D OLERON;17190;ST GEORGES D OLERON;;45.9760434465, -1.32419340484
17337;ST GEORGES D OLERON;17190;ST GEORGES D OLERON;CHERAY;45.9760434465, -1.32419340484
17351;ST JUST LUZAC;17320;ST JUST LUZAC;LUZAC;45.8153693416, -1.06418747186
17361;ST MARTIAL;17330;ST MARTIAL;;46.0720131414, -0.537761612813
17362;ST MARTIAL DE MIRAMBEAU;17150;ST MARTIAL DE MIRAMBEAU;;45.37045546, -0.599761986367
17375;ST NAZAIRE SUR CHARENTE;17780;ST NAZAIRE SUR CHARENTE;;45.9139828968, -1.03532159537
17376;ST OUEN D AUNIS;17230;ST OUEN D AUNIS;;46.286014889, -1.01509211949
17389;STE RADEGONDE;17250;STE RADEGONDE;;45.8269638695, -0.827951062976
17392;ST ROMAIN SUR GIRONDE;17240;ST ROMAIN SUR GIRONDE;;45.4692153488, -0.625972195864
17451;LES TOUCHES DE PERIGNY;17160;LES TOUCHES DE PERIGNY;;45.8684835521, -0.297038681294
17459;VARAIZE;17400;VARAIZE;;45.947220271, -0.4881385622
17461;VAUX SUR MER;17640;VAUX SUR MER;;45.6445589679, -1.05904325775
17476;VILLEXAVIER;17500;VILLEXAVIER;;45.4259589472, -0.405217175017
67470;SOLBACH;67130;SOLBACH;;48.4803602353, 7.21016561348
67478;STEINBOURG;67790;STEINBOURG;;48.7643439424, 7.4141890121
67482;STRASBOURG;67000;STRASBOURG;;48.5716222333, 7.76768232804
67488;THAL DRULINGEN;67320;THAL DRULINGEN;;48.8529656934, 7.17568129629
67492;TRAENHEIM;67310;TRAENHEIM;;48.6178840196, 7.42141185001
67497;UHLWILLER;67350;UHLWILLER;;48.8437239093, 7.60701636897
67515;WALDOLWISHEIM;67700;WALDOLWISHEIM;;48.7358014882, 7.35473600973
67517;WANGEN;67520;WANGEN;;48.6254584332, 7.49951145108
67525;WESTHOFFEN;67310;WESTHOFFEN;;48.6178840196, 7.42141185001
67536;WINDSTEIN;67110;WINDSTEIN;;48.9564241197, 7.64420401079
67537;WINGEN;67510;WINGEN;;49.0227242639, 7.76839928059
67537;WINGEN;67510;WINGEN;PETIT WINGEN;49.0227242639, 7.76839928059
67539;WINGERSHEIM LES QUATRE BANS;67170;WINGERSHEIM LES QUATRE BANS;MITTELHAUSEN;48.7372742925, 7.70176270666
67543;WISCHES;67130;WISCHES;NETZENBACH;48.4803602353, 7.21016561348
67545;WITTERNHEIM;67230;WITTERNHEIM;;48.3534697702, 7.59434937748
67546;WITTERSHEIM;67670;WITTERSHEIM;;48.7613693186, 7.64473130495
67556;ZEINHEIM;67310;ZEINHEIM;;48.6178840196, 7.42141185001
68001;ALGOLSHEIM;68600;ALGOLSHEIM;;47.9979879124, 7.5293497349
68011;ASPACH LE BAS;68700;ASPACH LE BAS;;47.8077826523, 7.1623079719
68012;ASPACH MICHELBACH;68700;ASPACH MICHELBACH;;47.8077826523, 7.1623079719
68012;ASPACH MICHELBACH;68700;ASPACH MICHELBACH;MICHELBACH;47.8077826523, 7.1623079719
68014;AUBURE;68150;AUBURE;;48.1955023009, 7.29565988494
68032;BERRWILLER;68500;BERRWILLER;;47.8970279545, 7.22386767783
68036;BIESHEIM;68600;BIESHEIM;;47.9979879124, 7.5293497349
68038;BISCHWIHR;68320;BISCHWIHR;;48.0998914946, 7.49472150161
68039;BISEL;68580;BISEL;;47.5481438325, 7.17349023322
68045;BOURBACH LE BAS;68290;BOURBACH LE BAS;;47.799453165, 6.9576762067
68050;BRECHAUMONT;68210;BRECHAUMONT;;47.6465535695, 7.10668724533
68054;BRINCKHEIM;68870;BRINCKHEIM;;47.6331033531, 7.48190833837
68058;BUHL;68530;BUHL;;47.9213082038, 7.15976445089
68059;BURNHAUPT LE BAS;68520;BURNHAUPT LE BAS;;47.7328574448, 7.15152670714
68061;BUSCHWILLER;68220;BUSCHWILLER;;47.544372951, 7.47237986146
68062;CARSPACH;68130;CARSPACH;;47.6168205059, 7.29502292412
68081;ST BERNARD;68720;ST BERNARD;;47.6783162124, 7.26238056079
68088;FELDKIRCH;68540;FELDKIRCH;;47.8545137602, 7.25864777821
68092;FISLIS;68480;FISLIS;;47.482749099, 7.30519272229
68093;FLAXLANDEN;68720;FLAXLANDEN;;47.6783162124, 7.26238056079
68094;FOLGENSBOURG;68220;FOLGENSBOURG;;47.544372951, 7.47237986146
68096;FRANKEN;68130;FRANKEN;;47.6168205059, 7.29502292412
68112;GUEBWILLER;68500;GUEBWILLER;;47.8970279545, 7.22386767783
68113;GUEMAR;68970;GUEMAR;;48.1892811938, 7.42820187148
68116;GUNDOLSHEIM;68250;GUNDOLSHEIM;;47.9666931593, 7.27589610767
68118;HABSHEIM;68440;HABSHEIM;;47.695927931, 7.39848767671
68119;HAGENBACH;68210;HAGENBACH;;47.6465535695, 7.10668724533
68123;HATTSTATT;68420;HATTSTATT;;48.0226024485, 7.28861003282
68130;HEITEREN;68600;HEITEREN;;47.9979879124, 7.5293497349
68131;HEIWILLER;68130;HEIWILLER;;47.6168205059, 7.29502292412
68132;HELFRANTZKIRCH;68510;HELFRANTZKIRCH;;47.6428334795, 7.42612174961
68137;HINDLINGEN;68580;HINDLINGEN;;47.5481438325, 7.17349023322
68138;HIRSINGUE;68560;HIRSINGUE;;47.5764862918, 7.25411571826
68139;HIRTZBACH;68118;HIRTZBACH;;47.5908691291, 7.20858159411
68149;HUNINGUE;68330;HUNINGUE;;47.5891444048, 7.58037007257
68151;HUSSEREN WESSERLING;68470;HUSSEREN WESSERLING;;47.8911637424, 6.97731625336
